Filename,Asserted Language,Detected Language,Probability
IISc_VaaniProject_S_Chhattisgarh_Jashpur_125064_12113054_CGJPTE_1647_10285_20950.wav,KUDUKH,Hindi,0.7670853137969971
IISc_VaaniProject_S_Chhattisgarh_Jashpur_61747_9448517_CGKDOTHER_301475_8_11787.wav,KUDUKH,Hindi,0.1224256306886673
IISc_VaaniProject_S_Chhattisgarh_Jashpur_114037_11793180_MRACOHW_323675_12850_16799.wav,KUDUKH,Hindi,0.888964831829071
IISc_VaaniProject_S_Chhattisgarh_Jashpur_118794_12209500_TGNLRMS_203898_0_4316.wav,KUDUKH,Sindhi,0.8736592531204224
IISc_VaaniProject_S_Chhattisgarh_Jashpur_61747_9448561_CGKDZO_8774_77_7591.wav,KUDUKH,Magahi,0.15655812621116638
IISc_VaaniProject_S_Chhattisgarh_Jashpur_125064_12117233_CGJPWAS_125728_1268_9098.wav,KUDUKH,Hindi,0.9346576929092407
IISc_VaaniProject_S_Chhattisgarh_Jashpur_61537_9443901_CGBTRE_45895_5314_12365.wav,KUDUKH,Hindi,0.6800291538238525
IISc_VaaniProject_S_Chhattisgarh_Jashpur_61537_9441549_UPVNFIM_155142_0_8903.wav,KUDUKH,Bengali,0.7578956484794617
IISc_VaaniProject_S_Chhattisgarh_Jashpur_61747_9448523_CGKDOTHER_301479_0_8436.wav,KUDUKH,Kurukh,0.17166225612163544
IISc_VaaniProject_S_Chhattisgarh_Jashpur_114037_11793180_MRACOHW_323675_130_12510.wav,KUDUKH,Bengali,0.8932365775108337
IISc_VaaniProject_S_Chhattisgarh_Jashpur_61747_9448491_CGKDDA_301583_5764_11299.wav,KUDUKH,Hindi,0.9901965856552124
IISc_VaaniProject_S_Chhattisgarh_Jashpur_118794_12198357_TGNLSH_14518_4203_8840.wav,KUDUKH,Hindi,0.5990696549415588
IISc_VaaniProject_S_Chhattisgarh_Jashpur_61747_9448467_TGKHC_53696_7506_20635.wav,KUDUKH,Magahi,0.46244433522224426
IISc_VaaniProject_S_Chhattisgarh_Jashpur_125064_12073282_CGJPHO_45201_3596_14194.wav,KUDUKH,Kannada,0.9512012600898743
IISc_VaaniProject_S_Chhattisgarh_Jashpur_118794_12209500_TGNLRMS_203898_4610_9328.wav,KUDUKH,Hindi,0.8780242800712585
IISc_VaaniProject_S_Chhattisgarh_Jashpur_61537_9441563_UPVNFN_199962_10713_13653.wav,KUDUKH,Saraiki,0.2021663635969162
IISc_VaaniProject_S_Chhattisgarh_Jashpur_125064_12111972_CGJPWAS_125735_12_10889.wav,KUDUKH,Kurukh,0.3188841938972473
IISc_VaaniProject_S_Chhattisgarh_Jashpur_114037_11765960_KTCMGS_145492_79_3735.wav,KUDUKH,Bengali,0.329067587852478
IISc_VaaniProject_S_Chhattisgarh_Jashpur_114037_11765960_KTCMGS_145492_4170_13518.wav,KUDUKH,Assamese,0.9889608025550842
IISc_VaaniProject_S_Chhattisgarh_Jashpur_118794_12101617_CGJPTES_41933_290_8132.wav,KUDUKH,Kannada,0.5164313316345215
IISc_VaaniProject_S_Chhattisgarh_Jashpur_61747_9448561_CGKDZO_8774_7979_17369.wav,KUDUKH,Hindi,0.9743077158927917
IISc_VaaniProject_S_Chhattisgarh_Jashpur_61747_9448525_CGKDPG_62317_11980_17795.wav,KUDUKH,Hindi,0.6441400647163391
IISc_VaaniProject_S_Chhattisgarh_Jashpur_125064_12111725_CGJPWAS_126053_0_9551.wav,KUDUKH,Telugu,0.9816915392875671
IISc_VaaniProject_S_Chhattisgarh_Jashpur_61537_9445001_CGKDAMP_128261_0_10636.wav,KUDUKH,Hindi,0.9099671840667725
IISc_VaaniProject_S_Chhattisgarh_Jashpur_114037_11769159_KTCMGS_145490_0_11239.wav,KUDUKH,Hindi,0.8510434627532959
IISc_VaaniProject_S_Chhattisgarh_Jashpur_125069_12113360_CGJPUN_24442_4847_9220.wav,KUDUKH,Kurukh,0.16122399270534515
IISc_VaaniProject_S_Chhattisgarh_Jashpur_118794_12196002_TGKPL_26786_125_7716.wav,KUDUKH,Urdu,0.03974418342113495
IISc_VaaniProject_S_Chhattisgarh_Jashpur_61537_9441702_UPVNTHP_214037_0_9284.wav,KUDUKH,Saraiki,0.212191641330719
IISc_VaaniProject_S_Chhattisgarh_Jashpur_125069_12109803_CGJPVEM_182293_4151_8739.wav,KUDUKH,Kurukh,0.9226336479187012
IISc_VaaniProject_S_Chhattisgarh_Jashpur_61537_9441611_APATPL_46473_8353_12444.wav,KUDUKH,Hindi,0.08360839635133743
