File,Vendor,Asserted_Language,Detected_Language,Probability
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_114025_11966841_TGNLSK_212143_0_10900.wav,S,BADAYUNI,Marathi,0.9994263648986816
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_114025_11971710_UPVNIM_16546_10007_20455.wav,S,BADAYUNI,Marathi,0.9991249442100525
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_99889_11035015_TGKBA_53619_0_11875.wav,S,BADAYUNI,Bengali,0.9897301197052002
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_114025_11972398_TGNLSH_14874_9026_19368.wav,S,BADAYUNI,Marathi,0.9993962049484253
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_114025_11969874_TGNLRI_51732_0_9134.wav,S,BADAYUNI,Marathi,0.9992952346801758
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_99889_11035101_BHARCA_352140_10444_19955.wav,S,BADAYUNI,Marathi,0.6555963754653931
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_99889_11035037_MRPZO_30858_8_6769.wav,S,BADAYUNI,Bengali,0.9989649057388306
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_99889_11035006_BHJMBC_214442_5_8170.wav,S,BADAYUNI,Bengali,0.9989407658576965
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_114025_11971854_UPVNBOR_147374_0_8687.wav,S,BADAYUNI,Marathi,0.9994683861732483
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_99889_11034875_BHGJHIC_155646_11738_18958.wav,S,BADAYUNI,Bengali,0.9636644124984741
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_99889_11035080_APVEV_115977_0_9527.wav,S,BADAYUNI,Bengali,0.6578277945518494
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_99889_11034897_UPVNLI_49426_0_9802.wav,S,BADAYUNI,Bengali,0.9952152967453003
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_99889_11035006_BHJMBC_214442_8245_19816.wav,S,BADAYUNI,Bengali,0.9967632293701172
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_114025_11973446_UPVNBOR_168447_8724_20962.wav,S,BADAYUNI,Marathi,0.9993900060653687
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_114025_11969365_UPVNGOB_3297_8263_20960.wav,S,BADAYUNI,Marathi,0.998903751373291
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_114025_11973105_UPVNCH_9577_0_10953.wav,S,BADAYUNI,Marathi,0.9994574189186096
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_99889_11035002_BHJHAT_310341_0_9316.wav,S,BADAYUNI,Bengali,0.9930174350738525
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_99889_11035075_APVCOS_115849_10398_20452.wav,S,BADAYUNI,Bengali,0.9983717799186707
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_114025_11973931_UPVNHO_17386_8242_18489.wav,S,BADAYUNI,Marathi,0.9993336796760559
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_114025_11968579_UPVNFN_199973_7951_20436.wav,S,BADAYUNI,Marathi,0.9993671774864197
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_114025_11975773_UPVNGT_43718_10029_18825.wav,S,BADAYUNI,Marathi,0.9995482563972473
https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_S_Uttarpradesh_Budaun_114025_11973931_UPVNHO_17386_0_8125.wav,S,BADAYUNI,Marathi,0.9994919300079346
