File,Vendor,Asserted_Language,Detected_Language,Probability
https://vaani.iisc.ac.in/Audios/Sukma/IISc_VaaniProject_S_Chhattisgarh_Sukma_114170_11906590_CGSKOTHER_372712_9389_18581.wav,S,ODIA,Bengali,0.9996777772903442
https://vaani.iisc.ac.in/Audios/Sukma/IISc_VaaniProject_S_Chhattisgarh_Sukma_116118_11988936_UPVNTO_55428_0_12440.wav,S,ODIA,Bengali,0.9996206760406494
https://vaani.iisc.ac.in/Audios/Bastar/IISc_VaaniProject_S_Chhattisgarh_Bastar_109525_11491521_BHVSFE_338578_8_10221.wav,S,ODIA,Bengali,0.97735995054245
https://vaani.iisc.ac.in/Audios/Sukma/IISc_VaaniProject_S_Chhattisgarh_Sukma_114170_11905864_CGSKOTHER_304383_0_11404.wav,S,ODIA,Bengali,0.9996505975723267
https://vaani.iisc.ac.in/Audios/Sukma/IISc_VaaniProject_S_Chhattisgarh_Sukma_116118_11986691_UPVNLA_142634_70_6335.wav,S,ODIA,Bengali,0.9996535778045654
https://vaani.iisc.ac.in/Audios/Bastar/IISc_VaaniProject_S_Chhattisgarh_Bastar_109525_11486227_CGBMEX_346490_8_12097.wav,S,ODIA,Bengali,0.8066890239715576
https://vaani.iisc.ac.in/Audios/Sukma/IISc_VaaniProject_S_Chhattisgarh_Sukma_114170_12289481_JKJCYR_370305_8_9649.wav,S,ODIA,Bengali,0.9996727705001831
https://vaani.iisc.ac.in/Audios/Bastar/IISc_VaaniProject_S_Chhattisgarh_Bastar_109525_11485963_BHVSFE_338597_9092_19290.wav,S,ODIA,Gujarati,0.5342252254486084
https://vaani.iisc.ac.in/Audios/Jashpur/IISc_VaaniProject_S_Chhattisgarh_Jashpur_112990_11707757_CGBTCH_207515_11974_19670.wav,S,ODIA,Bengali,0.9939348101615906
https://vaani.iisc.ac.in/Audios/Jashpur/IISc_VaaniProject_S_Chhattisgarh_Jashpur_112990_11717292_CGBTCH_207521_0_9401.wav,S,ODIA,Bengali,0.9989559650421143
https://vaani.iisc.ac.in/Audios/Sukma/IISc_VaaniProject_S_Chhattisgarh_Sukma_114170_12278392_JKJCYR_370317_8841_20164.wav,S,ODIA,Bengali,0.9996997117996216
https://vaani.iisc.ac.in/Audios/Bastar/IISc_VaaniProject_S_Chhattisgarh_Bastar_109525_11489727_CGBMEX_346493_14301_18181.wav,S,ODIA,Bengali,0.9987026453018188
https://vaani.iisc.ac.in/Audios/Sukma/IISc_VaaniProject_S_Chhattisgarh_Sukma_116118_11977883_UPVNMA_43863_8527_18429.wav,S,ODIA,Bengali,0.9996744394302368
https://vaani.iisc.ac.in/Audios/Bastar/IISc_VaaniProject_S_Chhattisgarh_Bastar_82612_10403892_BHJHEV_133104_7716_11442.wav,S,ODIA,Odia,0.7709226012229919
