Filename,Asserted Language,Detected Language,Probability
IISc_VaaniProject_S_Rajasthan_Churu_99292_11014618_KTDHHE_158007_7800_13351.wav,BAGRI,Hindi,0.3665321171283722
IISc_VaaniProject_S_Rajasthan_Churu_96140_10896921_RJCHHO_141300_22_8102.wav,BAGRI,Hindi,0.8527573943138123
IISc_VaaniProject_S_Rajasthan_Churu_96140_10902206_RJCHLI_173826_0_10483.wav,BAGRI,Hindi,0.9981416463851929
IISc_VaaniProject_S_Rajasthan_Churu_99292_11016685_APCTBC_171214_254_9400.wav,BAGRI,Hindi,0.8884158134460449
IISc_VaaniProject_S_Rajasthan_Churu_99292_11016320_WBPLOTHER_2026_10576_19493.wav,BAGRI,Hindi,0.938499927520752
IISc_VaaniProject_S_Rajasthan_Churu_99292_11013910_KTDHGA_184704_10523_18453.wav,BAGRI,Hindi,0.9513895511627197
IISc_VaaniProject_S_Rajasthan_Churu_96140_10896542_RJCHHO_141306_11711_18674.wav,BAGRI,Hindi,0.9968898892402649
IISc_VaaniProject_S_Rajasthan_Churu_99292_11015971_MRDRAS_298261_8812_18267.wav,BAGRI,Urdu,0.4988570809364319
IISc_VaaniProject_S_Rajasthan_Churu_96140_10900900_RJCHLI_173817_20_10295.wav,BAGRI,Hindi,0.9041879177093506
IISc_VaaniProject_S_Rajasthan_Churu_96140_10901775_RJCHMA_329770_40_10499.wav,BAGRI,Hindi,0.9961373209953308
IISc_VaaniProject_S_Rajasthan_Churu_96140_10896010_RJCHHE_231_22_7122.wav,BAGRI,Hindi,0.995649516582489
IISc_VaaniProject_S_Rajasthan_Churu_99292_11015945_WBN24PSTF_155988_18_10569.wav,BAGRI,Hindi,0.8564739227294922
IISc_VaaniProject_S_Rajasthan_Churu_96140_10897939_RJCHHO_84802_5922_18282.wav,BAGRI,Hindi,0.9967629909515381
IISc_VaaniProject_S_Rajasthan_Churu_99292_11015231_RJCHCS_131249_14135_19561.wav,BAGRI,Urdu,0.6645868420600891
IISc_VaaniProject_S_Rajasthan_Churu_99292_11016759_APCTBA_80230_65_5453.wav,BAGRI,Hindi,0.9258580207824707
IISc_VaaniProject_S_Rajasthan_Churu_96140_10895652_RJCHHA_194791_80_5424.wav,BAGRI,Hindi,0.9946349859237671
IISc_VaaniProject_S_Rajasthan_Churu_96140_10896274_RJCHHIS_151479_0_13847.wav,BAGRI,Hindi,0.9973345994949341
IISc_VaaniProject_S_Rajasthan_Churu_96140_10896707_RJCHHEC_329666_5784_19305.wav,BAGRI,Hindi,0.9973491430282593
IISc_VaaniProject_S_Rajasthan_Churu_96140_10900939_RJCHLI_173821_10365_18953.wav,BAGRI,Hindi,0.9905602335929871
IISc_VaaniProject_S_Rajasthan_Churu_96140_10897376_RJCHHT_128042_6290_19361.wav,BAGRI,Hindi,0.9797475337982178
IISc_VaaniProject_S_Rajasthan_Churu_99292_11016807_APATKUM_156499_295_6674.wav,BAGRI,Urdu,0.6360288858413696
IISc_VaaniProject_S_Rajasthan_Churu_96140_10896682_RJCHHE_2674_9220_19636.wav,BAGRI,Hindi,0.9897614121437073
IISc_VaaniProject_S_Rajasthan_Churu_96140_10896149_RJCHOTHER_329590_7204_18951.wav,BAGRI,Hindi,0.9889610409736633
IISc_VaaniProject_S_Rajasthan_Churu_96140_10896274_RJCHHIS_151479_13847_18207.wav,BAGRI,Hindi,0.9110009670257568
IISc_VaaniProject_S_Rajasthan_Churu_96140_10901249_RJCHMA_329773_2_4527.wav,BAGRI,Hindi,0.9945434331893921
IISc_VaaniProject_S_Rajasthan_Churu_99292_11016366_MRDBIS_298866_14691_20461.wav,BAGRI,Hindi,0.5883360505104065
IISc_VaaniProject_S_Rajasthan_Churu_99292_11013910_KTDHGA_184704_498_10017.wav,BAGRI,Hindi,0.9979518055915833
IISc_VaaniProject_S_Rajasthan_Churu_96140_10902153_RJCHMA_287_11803_18971.wav,BAGRI,Hindi,0.9965528249740601
IISc_VaaniProject_S_Rajasthan_Churu_99292_11017019_APCTBA_82984_498_12581.wav,BAGRI,Hindi,0.5964561104774475
IISc_VaaniProject_S_Rajasthan_Churu_99292_11015438_KTDKACH_299495_498_10694.wav,BAGRI,Hindi,0.9860534071922302
IISc_VaaniProject_S_Rajasthan_Churu_96140_10896707_RJCHHEC_329666_0_5784.wav,BAGRI,Hindi,0.9978458881378174
IISc_VaaniProject_S_Rajasthan_Churu_96140_10896595_RJCHHO_148059_6566_18945.wav,BAGRI,Hindi,0.9922457337379456
IISc_VaaniProject_S_Rajasthan_Churu_96140_10897138_RJCHHO_87355_2_9501.wav,BAGRI,Hindi,0.9852692484855652
IISc_VaaniProject_S_Rajasthan_Churu_96140_10896921_RJCHHO_141300_8102_19475.wav,BAGRI,Hindi,0.9951268434524536
IISc_VaaniProject_S_Rajasthan_Churu_99292_11016100_APATDAF_163686_9229_19690.wav,BAGRI,Hindi,0.9559165835380554
IISc_VaaniProject_S_Rajasthan_Churu_96140_10896595_RJCHHO_148059_42_6566.wav,BAGRI,Hindi,0.9203458428382874
IISc_VaaniProject_S_Rajasthan_Churu_99292_11016807_APATKUM_156499_15342_19448.wav,BAGRI,Urdu,0.1909562349319458
IISc_VaaniProject_S_Rajasthan_Churu_96140_10897936_RJCHHO_141308_12272_18908.wav,BAGRI,Hindi,0.9965049028396606
IISc_VaaniProject_S_Rajasthan_Churu_96140_10900710_RJCHMA_329744_40_7784.wav,BAGRI,Hindi,0.9977779984474182
IISc_VaaniProject_S_Rajasthan_Churu_99292_11016759_APCTBA_80230_5653_11155.wav,BAGRI,Hindi,0.95228111743927
IISc_VaaniProject_S_Rajasthan_Churu_96140_10896738_RJCHHT_141206_14_5820.wav,BAGRI,Hindi,0.9887270927429199
IISc_VaaniProject_S_Rajasthan_Churu_96140_10902219_RJCHMA_329743_11121_18102.wav,BAGRI,Hindi,0.9944328665733337
